control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,registry_location,vehicle_make,vehicle_model,district,city,region,person_type
102218740,5,2244278649,Issued to violator but un-paid,2026-01-27 22:30:17+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,ميتسوبيشي,لانسر,الحشو,بلجرشي,منطقة الباحة,Alien
100925051,4,1047724821,Issued to violator but un-paid,2026-01-27 22:28:44+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور حفرالباطن,جي إم سي,يوكون,الزهراء,جدة,منطقة مكة المكرمة,Saudi
103163980,7,1453465233,Issued to violator but un-paid,2026-01-27 22:28:06+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,جيب,شيروكي,الفيصلية,الخرج,منطقة الرياض,Saudi
102253799,10,2853328984,Issued to violator but un-paid,2026-01-27 22:23:51+00:00,,150,150,True,عدم ربط حزام,مرور الخرج,لكزس,لكزس LX,الطويريق,رفحاء,الحدود الشمالية,Alien
100925051,10,1616527480,Issued to violator but un-paid,2026-01-27 22:21:34+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور مكه المكرمه,تويوتا,كامري,الصناعية,نجران,منطقة نجران,Saudi
102253799,1,1282184244,Issued to violator but un-paid,2026-01-27 22:18:07+00:00,,150,150,True,عدم ربط حزام,مرور شمال رياض,فورد,إكسبلورر,المطار,نجران,منطقة نجران,Saudi
102253799,8,2345821874,Issued to violator but un-paid,2026-01-27 22:11:41+00:00,,150,150,True,عدم ربط حزام,مرور الخرج,لكزس,لكزس LX,السوق,سكاكا,منطقة الجوف,Alien
102218740,4,1665424501,Issued to violator but un-paid,2026-01-27 22:10:17+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,تويوتا,اف جي كروزر,الياسمين,سكاكا,منطقة الجوف,Saudi
103163980,5,2089727917,Issued to violator but un-paid,2026-01-27 22:08:26+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور المدينة المنورة,هيونداي,توسان,الشرائع,مكة المكرمة,منطقة مكة المكرمة,Alien
102218740,6,1511174363,Issued to violator but un-paid,2026-01-27 22:07:05+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,كيا,كارينز,النزهة,دومة الجندل,منطقة الجوف,Saudi
100925051,4,1893751340,Issued to violator but un-paid,2026-01-27 22:03:25+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,نيسان,ألتيما,حى الفيصلية,رفحاء,الحدود الشمالية,Saudi
101571189,1,1766500175,Issued to violator but un-paid,2026-01-27 22:01:45+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,بي إم دبليو,بي إم دبليو X5,الملز,الرياض,منطقة الرياض,Saudi
102218740,6,2897028873,Issued to violator but un-paid,2026-01-27 22:00:11+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,شيفروليه,تاهو,حى المطار القديم,عرعر,الحدود الشمالية,Alien
102253799,3,2725448640,Issued to violator but un-paid,2026-01-27 21:59:28+00:00,,150,150,True,عدم ربط حزام,مرور الناصرية,نيسان,صني,حي العوالي,مكة المكرمة,منطقة مكة المكرمة,Alien
102253799,6,2826855284,Issued to violator but un-paid,2026-01-27 21:57:27+00:00,,150,150,False,عدم ربط حزام,مرور شمال رياض,مرسيدس بنز,مرسيدس بنز G-Class,الصناعية,نجران,منطقة نجران,Alien
101571189,10,1997030995,Issued to violator but un-paid,2026-01-27 21:56:54+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الناصرية,فورد,إكسبلورر,النزهة,دومة الجندل,منطقة الجوف,Saudi
102253799,5,2803954782,Issued to violator but un-paid,2026-01-27 21:56:17+00:00,,150,150,True,عدم ربط حزام,مرور المدينة المنورة,بي إم دبليو,بي إم دبليو X5,حى الفيصلية,رفحاء,الحدود الشمالية,Alien
103163980,6,1606504061,Issued to violator but un-paid,2026-01-27 21:55:55+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الخرج,فورد,رينجر,حى الفيصلية,رفحاء,الحدود الشمالية,Saudi
102218740,5,2504234229,Issued to violator but un-paid,2026-01-27 21:53:09+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور مكه المكرمه,لكزس,لكزس RX,حى المطار القديم,عرعر,الحدود الشمالية,Alien
102253799,1,1194801419,Issued to violator but un-paid,2026-01-27 21:52:51+00:00,,150,150,False,عدم ربط حزام,مرور الناصرية,مرسيدس بنز,مرسيدس بنز G-Class,الروضة,جازان,منطقة جازان,Saudi
102253799,6,1845607182,Issued to violator but un-paid,2026-01-27 21:51:24+00:00,,150,150,False,عدم ربط حزام,مرور الناصرية,هيونداي,توسان,الخالدية,صبيا,منطقة جازان,Saudi
103163980,1,1782754817,Issued to violator but un-paid,2026-01-27 21:50:12+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,لكزس,لكزس RX,الطلعة الشمالية,ضبا,منطقة تبوك,Saudi
100925051,10,1009612764,Issued to violator but un-paid,2026-01-27 21:47:58+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,ميتسوبيشي,باجيرو,الياسمين,الرياض,منطقة الرياض,Saudi
100925051,2,2618743324,Issued to violator but un-paid,2026-01-27 21:46:52+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,تويوتا,كامري,الخالدية,صبيا,منطقة جازان,Alien
102253799,8,2217375774,Issued to violator but un-paid,2026-01-27 21:46:35+00:00,,150,150,False,عدم ربط حزام,مرور مكه المكرمه,هيونداي,أكسنت,حي العزيزية,مكة المكرمة,منطقة مكة المكرمة,Alien
103163980,10,2189652715,Issued to violator but un-paid,2026-01-27 21:44:05+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,كيا,سبورتاج,السوق,سكاكا,منطقة الجوف,Alien
103163980,1,1821724485,Issued to violator but un-paid,2026-01-27 21:42:14+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الحاير,نيسان,ألتيما,حى الفيصلية,رفحاء,الحدود الشمالية,Saudi
102218740,6,2788519908,Issued to violator but un-paid,2026-01-27 21:42:07+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,هيونداي,توسان,العليا,تبوك,منطقة تبوك,Alien
102253799,2,1295303643,Issued to violator but un-paid,2026-01-27 21:40:23+00:00,,150,150,True,عدم ربط حزام,مرور المدينة المنورة,نيسان,نافارا,حى الفيصلية,رفحاء,الحدود الشمالية,Saudi
102218740,9,1222828385,Issued to violator but un-paid,2026-01-27 21:39:58+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,كيا,سيراتو,حى المطار القديم,عرعر,الحدود الشمالية,Saudi
100925051,6,1228329272,Issued to violator but un-paid,2026-01-27 21:39:14+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور مكه المكرمه,تويوتا,كروزر,الفيصلية,نجران,منطقة نجران,Saudi
102218740,6,1119317045,Issued to violator but un-paid,2026-01-27 21:38:21+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور مكه المكرمه,هوندا,هوندا CR-V,المطار,جازان,منطقة جازان,Saudi
100925051,2,2820719028,Issued to violator but un-paid,2026-01-27 21:37:08+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور حفرالباطن,كيا,كارينز,الخالدية,صبيا,منطقة جازان,Alien
100925051,5,1631251575,Issued to violator but un-paid,2026-01-27 21:36:55+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,هيونداي,توسان,النعيم,جدة,منطقة مكة المكرمة,Saudi
102253799,5,1018827188,Issued to violator but un-paid,2026-01-27 21:36:52+00:00,,150,150,True,عدم ربط حزام,مرور المدينة المنورة,شيفروليه,كابريس,الفلاح,تبوك,منطقة تبوك,Saudi
102218740,10,2874589950,Issued to violator but un-paid,2026-01-27 21:35:43+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,جي إم سي,يوكون,حي المسفلة,مكة المكرمة,منطقة مكة المكرمة,Alien
102253799,10,2872112140,Issued to violator but un-paid,2026-01-27 21:34:56+00:00,,150,150,True,عدم ربط حزام,مرور الناصرية,نيسان,نافارا,الفيصلية,نجران,منطقة نجران,Alien
100925051,7,2229012466,Issued to violator but un-paid,2026-01-27 21:34:11+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,نيسان,ألتيما,الحشو,بلجرشي,منطقة الباحة,Alien
101571189,2,1284829085,Issued to violator but un-paid,2026-01-27 21:31:45+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الناصرية,كيا,كارينز,حي العوالي,مكة المكرمة,منطقة مكة المكرمة,Saudi
101571189,7,2002219686,Issued to violator but un-paid,2026-01-27 21:31:29+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور مكه المكرمه,ميتسوبيشي,باجيرو,النزهة,دومة الجندل,منطقة الجوف,Alien
103163980,1,2876173969,Issued to violator but un-paid,2026-01-27 21:30:35+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الحاير,هيونداي,سوناتا,العقله,الباحة,منطقة الباحة,Alien
100925051,10,1407297775,Issued to violator but un-paid,2026-01-27 21:30:14+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور مكه المكرمه,لكزس,لكزس LX,المطار,نجران,منطقة نجران,Saudi
101571189,2,1875301351,Issued to violator but un-paid,2026-01-27 21:26:21+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,نيسان,ألتيما,المطار,جازان,منطقة جازان,Saudi
100925051,8,1832796137,Issued to violator but un-paid,2026-01-27 21:25:50+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور المدينة المنورة,فورد,رينجر,حي المصيف,الوجه,منطقة تبوك,Saudi
101571189,8,1098801742,Issued to violator but un-paid,2026-01-27 21:24:52+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,فورد,رينجر,الوادي,دومة الجندل,منطقة الجوف,Saudi
101571189,8,2479054855,Issued to violator but un-paid,2026-01-27 21:21:21+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,لكزس,لكزس RX,الخالدية,صبيا,منطقة جازان,Alien
103163980,6,1035178125,Issued to violator but un-paid,2026-01-27 21:20:47+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور مكه المكرمه,شيفروليه,كابريس,كريم,تبوك,منطقة تبوك,Saudi
102253799,5,2209642542,Issued to violator but un-paid,2026-01-27 21:20:43+00:00,,150,150,True,عدم ربط حزام,مرور المدينة المنورة,جيب,رانجلر,حي النسيم,عرعر,الحدود الشمالية,Alien
103163980,5,1675985257,Issued to violator but un-paid,2026-01-27 21:18:39+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور المدينة المنورة,مرسيدس بنز,مرسيدس بنز E-Class,الياسمين,سكاكا,منطقة الجوف,Saudi
101571189,10,2544531770,Issued to violator but un-paid,2026-01-27 21:17:26+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الخرج,مازدا,مازدا 3,الروضة,جازان,منطقة جازان,Alien
103163980,4,1292955415,Issued to violator but un-paid,2026-01-27 21:16:42+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,هيونداي,أكسنت,حي البلد,الوجه,منطقة تبوك,Saudi
